index,subject ,Q,A
295,PPI,PPI数据填报中，企业临时停工停产如何报送价格资料? ,"企业临时停工停产，可保留该企业作为调查企业，先沿用其价格，但至多沿用三个月，待其正常生产后再继续上报数据，价格按实际发生价格报送， 不得以当月环比涨跌幅过大为由随意调整上月价格。
例如某化工企业，2021年5月底因环保不达标停工整顿3个月， 6-8月价格均沿用5月20日填报价格（每吨2000元），环比指数均为100。9月份复工后产品销售价格涨至每吨3000元，则9月价格按每吨3000元，上月价为每吨2000元，环比指数为3000\div2000\times100=150 。
若沿用三个月后企业仍未恢复正常生产的，基层统计机构应及时了解情况，确定复工复产无望， 可删除该调查企业，若影响省级指数汇总，应尽快寻找经营稳定、生产相同或相似规格品（属于同一基本分类）的企业上报价格资料，以保证价格调查连续性和价格趋势准确性。
各地应及时了解当地规模以上工业企业情况， 建议必要时建立企业备选库，做到有备无患。"
296,PPI,PPI数据填报中，出厂价格为什么不包含增值税、运费和杂费?,"工业生产者出厂价格调查的是产品第一次出售时的价格。由于增值税是价外税，而且国民经济核算体系在增值税的处理方法上是在全部过程完结时统一考虑的，因此调查的工业生产者出厂价格也就不包含增值税。如果采集的产品销售价格中包含增值税，则报送价格时应当根据增值税率将其剔除。同理，出厂价格调查的是产品第一次出售时的价格，是纯粹的产品“离厂”价格，因而原则上也不包括关税、运费和其他杂费。
例如某产品含增值税的价格是500元，增值税率为13% ，则报送的该产品的出厂价格应为500一1.13=442.48元。"
297,PPI,PPI数据填报中，购进价格为什么包含增值税、运费和杂费? ,"工业生产者购进价格调查的是企业购买来的原材料、燃料及动力等产品的最终价格，通俗理解为企业购进的产品的“到厂”价格，因此原则上购进价格包含增值税、运费、关税和其他杂费。
例如某企业购买大型机械，不含税价格为50000元，运输费为2000元，安装调试费为5000
元，增值税率为13% ，运输费、安装调试费税率均为9% ，则购进价格为50000\times\left(1+13%\right)+(2000+ 5000)\times\left(1+9%\right)=64130 元。"
298,PPI,PPI数据填报中，运杂费、安装调试费等较难区分出来怎么处理?,"工业生产者购进价格调查的是企业购买来的原材料、燃料及动力等产品的最终价格，通俗理解为企业购进的产品的“到厂”价格，因此原则上购进价格包含增值税、运费、关税和其他杂费。
例如某企业购买大型机械，不含税价格为50000元，运输费为2000元，安装调试费为5000
元，增值税率为13% ，运输费、安装调试费税率均为9% ，则购进价格为50000\times\left(1+13%\right)+(2000+ 5000)\times\left(1+9%\right)=64130 元。
51.运杂费、安装调试费等较难区分出来怎么处理？
由于工业生产者出厂价格调查的是产品第一次出售时的价格，因而不应包括运费和增值税等各种税费：而工业生产者购进价格调查的是企业购进的产品的到厂价格，因而要包含运费、增值税和关税等。因此，工业生产者出厂价格是需要剔除各种税费，各税种的税率可以查询计算，而运杂费、安装调试费等可能存在较难区分出来的情况。
(1)发票上能够单列出运杂费、安装调试费等费用发生价格，则出厂价格必须剔除这些费用。
(2）发票上没有单列出运杂费、安装调试费等费用发生价格，但在企业签订的销售合同或者内部合规财务凭证上能够明确体现出该类费用价格的， 可以从凭证中取证来剔除这些费用。
(3）发票上没有单列出运杂费、安装调试费等费用发生价格，也没有任何合规财务凭证可以区分这些费用的，可以按照票据发生价格填报。但是要保证产品价格符合同质可比原则。
例如某冶金设备有限公司出厂的大型机械类产品存在安装调试等情况，企业是订单生产企业， 接到订单后根据客户需求进行定制生产，往往会先签订合同，合同上有大概的吨数和运费以及调试费，可作为参考，最终以公司核算部门的测算为准， 在上报价格时进行剔除。
一批货物的运杂费统一结算，调查规格品的运杂费没有结算细项数据，此时需要对运杂费进行分拆。在运杂费分拆时，可以咨询运输企业此类货物是按重量计价还是按体积计价，并根据运输货物的数据进行分拆运杂费：也可以按照货物的价值量分拆运杂费。如果由本企业的运输工具和人员运输货物，能按照运输总费用除以运输货物总的重量、 容积、价值量进行分拆的，可以进行分拆，也可向第三方运输公司咨询此批货物的运输价格。"
299,PPI,PPI数据填报中，打折促销产品的价格资料如何填报? ,对于打折促销产品的价格，如果此折扣仅针对的是该客户的特殊情况，其他同等条件的客户无法享受此折扣时，为了体现产品价格的市场变化，建议不采集此类特殊折扣价格：如果对满足限定条件的客户均能采用同等折扣，建议采集折扣后的价格。注意在填报本月价格、上月价格时要按照同质可比原则保持相对一致的口径。
300,PPI,PPI数据填报中，一批产品打包混卖或统一开具发票，无法区分产品价格怎么处理? ,"工业企业在生产销售时，可能遇到多类产品或一种产品多个型号打包销售的情况，此时无法获取到特定型号产品的详细价格数据，可以采用以下几种处理办法：
(1)企业产品有不打包销售的情况，可以选择能够获取详细价格数据的销售批次产品，以其价格数据填报报表。
(2)企业的产品全部是打包销售的情况时，且有合规的产品规格清单或者详细的销售清单，对所售产品规格、单一产品价格、数量有明细记录，可以根据合规财务凭证进行价格区分填报。
（3）企业的产品全部是打包销售的情况时，可以按照各种产品的成本进行分拆，比如某批次销售包括两种产品A、B，销售数量分别是Q1和Q2，销售总收人是R，获取A、B的单位成本为X、Y。X\times Q1是销售该批次A产品的成本， Y\times Q2 是销售该批次B产品的成本，以该批次A产品的成本占两种产品总成本的比例\left(X\times Q1\right)/\left(X\times Q1+Y\times Q2\right) 来分拆销售总收人R，得到销售该批次A产品的收人，再除以A产品的数量得到销售单价。
（4）企业的产品全部是打包销售的情况时，实在无法区分产品价格，原则尽量减少该类企业和产品的调查。确实该类企业或产品具有代表性，不可缺失，就采用发票金额和数量计算平均价使用。"
301,PPI,PPI数据填报中，长期合同或生产周期较长的产品如何填报价格? ,"部分工业企业在生产经营中，与客户形成了较为稳定的合作关系，提供产品的价格相对固定，此时销售价格可以作为填报的依据，但是要注意检查该合同外是否还有其他更大销量、更能体现市场变化的生产销售，如有要及时进行更换。
大型设备等工业产品的生产周期较长，比如大型发电机的生产周期可能长达3年以上，可以在产品生产销售完成后进行填报。此外，在填报大型设备价格时，如果该设备定制化程度较高，要特别注意基期单价的同质可比，尽量选用成本法等来进行质量调整，以准确反映价格变化。"
302,PPI,PPI数据填报中，为什么不调查内部结算价格? ,"内部结算价格是企业集团内部不同法人主体间的交易价格，定价权在企业集团手里，容易受到非市场因素干扰，如企业集团为维持集团与子公司间、不同子公司间的财务平衡，可能会人为抬高或
降低产品交易价格，无法客观准确反映产品价格水平及其变化趋势和变动幅度。所以理论上不应调查内部结算价格。
当前大企业或集团企业采用内部结算情况较多，如果内部结算价是企业的主要销售结算方式， 在实践中也可以采集这种价格。但应当注意，采集内部结算价格，在遇到结算价格调整时，应当如实上报，不得以当月环比指数变动过大为由人为调整基期价格。
例如某煤炭工厂只负责生产，产品交由集团公司统一销售。2一5月卖给集团公司的煤炭结算价格均为每吨800元，则2一5月上报出厂价格均为每吨800元，6月份考虑到子工厂利润较少，集团公司将结算价格调整为每吨1000元，则6月出厂价格为每吨1000元，环比指数为1000\div800\times100=125 。"
303,PPI,PPI数据填报中，以外币结算的产品价格怎么处理? ,"工业企业在进口原材料、出口产品时，可能会使用外币进行结算，在填报工业生产者购进价格表和出厂价格表时，需要换算为人民币计价。为避免不同进出口时间的汇率差异对指数的影响，企业填报价格时一般按照当月人民银行第一个外汇交易日的外币人民币中间价进行换算，并且填报报告月的5日单价、20日单价时用报告月第1个外汇交易
日的汇率，基期单价用基期月第1个外汇交易日的汇率。在报告月没有销售、购进时，结转的价格不必更新汇率。
需注意以人民币结算的国际业务，或者直接与进出口代理公司发生以人民币结算的销售、购进业务时，不需要按汇率对价格进行折算，直接以人民币成交价填报。"
304,PPI,PPI数据填报中，水、电、天然气等价格如何填报? ,"水、天然气、热力（蒸汽）等产品应按照发票上实际发生的价格填报。一般应采集5日、20日的时点价格，如果企业按月或季度结算销售价格，无法采集5日、20日时点价，可按发票计算出的时期平均销售单价上报。
此外，根据国家发展改革委发布《关于进一步深化燃煤发电上网电价市场化改革的通知》（发改价格（20211439号），“有序放开全部燃煤发电电量上网电价，扩大市场交易电价上下浮动范围，推动工商业用户都进人市场，取消工商业目录销售电价。”工业用电应填报市场化电价。由于电价改革后，工业用电分类较为复杂，可以根据发票、电量结算单等票据填报月度时期平均价。原则上企业应尽量填报报告月关网前的月度平均价格，如上月28日至报告月27日间的综合平均价。"
305,PPI,PPI数据填报中，一次性采购、长期使用的产品价格怎么处理?,"企业在生产经营活动中，如存在一次采购、长期使用的原材料，在填报购进价格时，应在该种原材料使用期内填报采购时发生的购进价格。待采购周期过后，直接使用新一期采购价格。若新一期采购价格变动较大，不得以当月环比指数变动过大为由人为调整基期价格，而应根据实际价格上报， 并对报告期价格进行说明，包括采购时间间隔、价格大幅变动的影响因素等。
例如某钢材加工厂2月集中采购钢材为每吨3000元，一直使用到6月，3一6月上报购进价格均为每吨3000元，环比指数为100；7月重新采购价为每吨3600元，则7月购进价格为每吨3600元，环比指数为3600\div3000\times100=120 ，并在说明中注明采购时间间隔为4个月，价格变动原因为市场需求扩大、铁矿石价格上涨等。"
306,PPI,PPI数据填报中，销售返现、质量异议冲红等特殊情况怎么处理?,"(1)销售返现。销售返现是指生产厂家为了刺激销售，提高经销商（或代理商）的销售积极性而采取的一种正常商业操作模式。一般是经销商或代
理商在一定市场、一定时间范围内达到指定销售额基础上，生产厂商给予一定比例奖励。如果可以明确是调查产品发生返现，且返现发生在采价期，并已体现在价格凭证中，建议按照扣除返现后的价格填报，以体现实际成交价格。若销售返现不是发生在当月价格采集期，且当月凭证无法体现，或不能明确具体调查产品的返现金额，则价格采集时一般不予考虑。
例如某汽车集团股份有限公司生产的嘉悦A5 （1.5TCVT超越），对各经销商均按每台81800元销售（含税，不含税价每台72389.38元），但经销商可以享受商务返利，如2020年6月20日开给某汽车贸易有限公司销售发票上返利金额每台17699.12元，该日上报价格即为每台72389.38- 17699.12=54690.26元。
(2)质量异议冲红。质量异议冲红是指在会计业务操作中，因为产品质量异议而发生的行为。正常销售发票是白票，如果某产品发生质量异议，经协商，销售方可以开红票冲抵。出厂价格反映的是产品正常技术指标下的交易价格，发生质量异议企业开出的红票，建议价格采集时不作考虑。
例如某医药化工股份有限公司生产的葡醛内酯是一种化工原料，在和下游客户发生质量异议
时，一般作冲红处理，即财务在原有票据基础上再开具一张冲红专用红票。假设，原先和下游客户协商的价格是每千克10元，则按照每千克10元的价格开票：如果下游客户有质量异议，要求价格按照每千克9元来结算，那么原先每千克10元的票不变，再开具一张每千克1元的红票来冲红。价格采集时以每千克10元计入。"
307,PPI,PPI数据填报中，矿产品规格等级较多，各调查月销售的规格差异较大，价格如何处理? ,"矿产品规格等级较多的，原则上应选定若干个生产稳定、交易量较大的等级进行调查。如果各调查月销售的规格差异较大，无法保证同质可比的， 建议可进行质量调整，对本月等级的规格，由采购或销售定价部门按照市场价格变动幅度及矿石品位评估、推算上月价格（如煤炭可按照燃烧值、铁矿可按照铁的含量等），并在报表中注明调整基期价格的原因。
例如某铁矿开采公司本月销售的铁矿石为66% 含铁量的，价格为每吨1600元，而上月销售的是铁矿石为63% 含铁量的，价格为每吨1500元，两期规格品不可比，不可直接进行比较，销售定价部门推算上月66% 含铁量的铁矿石价格为每吨1550
元，则环比指数为1600\div1550\times100=103.2 。"
308,PPI,PPI数据填报中，军工企业生产的产品如何处理? (军用产品、民用产品) ,"企业生产军用产品，相关信息一般属于国家秘密，凭证不得对外公开。按照相关保密规定要求， 为维护国家安全，严禁采集军用产品价格。
部分军工企业也生产民用产品，按照相关保密规定要求，若企业没有在一套表规模以上工业企业库中，则无法加载至联网直报平台，即使生产民用产品，一般也不应作为样本企业开展调查。
另外，一些非军工企业也生产军用产品。若这些企业在一套表规模以上工业企业库中，可以采集其民用产品价格，但也应当注意安全保密。
例如某雷达公司在一套表规上名录库里，既生产军用雷达，也生产民用雷达，该公司可作为PPI 调查企业，采集和上报民用雷达价格。"
309,PPI,PPI数据填报中，订单式企业、来料加工企业或设备维修企业如何选取调查产品，价格资料如何填报? ,"订单生产的产品，因订单产品材质、尺寸等不同而导致产品无法同质可比，可以使用专家评估法进行质量调整，也可以使用成本法测算生产成本以剔除非价格变动因素，即把因改变功能、样式、材
料、容量及其他特征造成的成本增减额从价格中剔除。
例如某杯子加工厂销售的不锈钢杯子的构件、 材料、功能、款式等一直未变化，但7月因为包装材料从普通纸盒改成了精包装木盒，价格从100元提高到110元，不能满足同质可比的要求；经过评估推算，采用精包装木盒的上月产品价格也为110元，所以调整上月基期价格为110元，环比指数为110÷ 110\times100=100 O
来料加工生产的产品，比如玩具加工、服装加工、部分电子产品组装等，可以采集调查单件产品的加工费，如填报一套男士套装的加工费、一个绒布娃娃的加工费等。如果来料加工产品周期短、变换快，前后调查周期产品种类不一致，不满足同质可比原则，需进行质量调整。
例如某服装厂5月来料加工的女士服装加工费为每件55元，6月来料加工的男士服装加工费为每件40元，无法直接进行比较，由生产部门根据上月人工成本、业务繁忙程度等推算男士服装加工费为每件39元，则本月环比指数为40\div39\times100 =102.6 。
设备维修企业可以采集工时或某重要部件的维修费等，如汽车的保养费、船舶发动机的修理费、
单位工作量的工时费等。
例如某船舶修理厂，7月维修的是5000吨的货轮，6月维修的是3000吨的渔船，企业每个月采集的是一平方米钢板的维修/护理费用，确保两期产品和价格的同质可比。若给客户的报价中可以详细区分出原材料价格、修理价格等各项收费，则选取修理价格上报：若企业给客户的报价中无法区分出原材料价格、修理价格等各项收费，则由市场部等报价部门出具企业内部报价单（价格包含原材料价格、修理价格等各项收费）作为原始凭证，经报价部门负责人签字公章后作为价格凭证。"
310,PPI,PPI数据填报中，调查日没有销售(或购进)产品时，价格资料如何填报? ,"若调查日没有发生交易，原则上建议采用“前后询价法”：即5日价采集上月26日至本月10日间最接近5日的、具有代表性的交易价格；20日价采集本月11日至25日间最接近20日的、具有代表性的交易价格。
若“前后询价”无法找到交易价格或只能找到部分价格，则建议采用如下处理方法：
（1）整月无交易：5日、20日均沿用上月20日价格。
（2）5日有交易，20日无交易：5日正常填报，20日沿用5日价格。
（3）5日无交易，20日有交易：5日填报上月20日价格，本月20日正常填报。"
311,PPI,PPI数据填报中，调查日有多笔销售(或购进)产品时，价格资料如何填报? ,"调查日当天企业发生多笔销售产品时，一般可以选择具有代表性的一笔销售价格，衡量标准是： 销售量大，产品没有或较少特殊订制，销售条件、结算条件正常，价格不含非市场因素（如人情因素、产品包装发生改变等）。
另外，如果确实较难挑选出当日具有代表性的一笔价格，可以使用当日该规格品的平均销售价格。
例如某企业生产的猪饲料，由于散户较多，采价日当日经常发生多笔交易，单笔销售量均不具有代表性，因此可以将当日的销售额除以销售量，计算出平均销售价格填报。如某个采价日发生分别按照每吨3957元、4225元和4175元各销售了1吨、2吨和3吨猪饲料，则采价日该规格品全部交易的平均销售价格为\left(3957\times1+4225\times2+4175\times3\right) \div\left(1+2+3\right)=4155.3 （元/吨）。
购进价格的填报，也遵循以上标准。"
312,PPI,PPI数据填报中，合同价格与实际交易价格不一致如何处理? ,合同价格是根据签订合同时市场情况确定的。产品交付时，由于市场形势变化等原因，实际交易价格可能会变化。为真实反映产品市场价格变动， 应该采用实际交易价格填报。因价格填报要求“数出有据”，此时的价格凭证可以是税务发票，也可以是经企业盖章确认的出库单、销售单、销售合同、 ERP生产管理系统截图、会计结算系统数据、人库单等。
313,PPI,PPI数据填报中，调查月当月无法及时获取凭证，价格资料如何填报? ,"数出有据是价格资料填报的基本要求。如企业报表期内可以获取当月销售发票，则严格按照销售发票填报价格：若无法获得，则可依据经企业盖章确认的出库单、销售单、销售合同、ERP生产管理系统截图、会计结算系统数据、人库单等进行填报：
若报告期内以上资料均无法获取，则可以采取错月填报方式依照上月销售发票填报价格。
例如某矿业生产铁精粉，每月月底才出票，当月报表采价期内无其他凭证，当月采集上月底发票价格。"
314,PPI,PPI数据填报中，调查规格品相似度较高，是否可以填报混合平均价? ,"混合平均价，指存在质量差异的不同分类或产品的平均价格，例如，钢材平均价格、蔬菜平均价格、手机平均价格等。实践中，一般不应使用混合平均价，但工业生产错综复杂，产品规格千差万别， 具体问题应具体分析。
（1）企业主销产品下有不同系列产品，每个系列又有不同型号，各规格型号的销售量差异不大， 且各具体规格产品价格差异也不大，价格凭证无法区分单个规格品的具体价格。这种情况下可以使用不同规格的平均价格。
例如某食品生产公司，企业主导产品为方便面，口味有红烧牛肉面、小鸡蘑菇面、海鲜面、老坛酸菜面等，各规格销量差别不大，价格基本一致，价格凭证未标明具体口味的销量和价格，此时可以考虑使用平均价。
（2）若生产的产品用途基本相同，规格众多，出厂价格按重量或长度计价，规格型号差异对产品价格影响小，如铜线材、棒材等，可以考虑使用平均价格。
例如某铜材有限责任公司，企业主导产品为漆包线，具体规格多达数十种，各规格漆包线之间又有很大的相似性，产品按重量计价，此时可以考虑使用按重量计算的平均价格。"
315,PPI,PPI数据填报中，调查规格品价格出现奇异值时如何处理? ,"出现奇异值时，首先应查询上报的企业价格中是否含有非价格变动因素，并可要求调查企业提供相应的价格凭证进行查看。如确实存在非价格变动因素的，则应剔除非价格变动因素后重新填报价格。如果价格确实发生变化，可保留该记录，并注明价格变动具体原因。没有充分依据的，不应直接删除奇异值。不得以价格波动较大为由随意删除或调整样本价格。
例如硫酸因储存不易，受市场需求变化价格变动极大。2021年4月某化工厂硫酸价格为每吨150元，5月下游工厂检修，硫酸市场行情不好，价格降为每吨50元，则5月上报的出厂价格为每吨50元，
环比指数为50\div150\times100=33.3 。6月下游工厂检修结束，需求恢复，价格上涨至每吨130元，则6月上报的出厂价格为每吨130元，环比指数为130÷ 50\times100=260 。"
316,PPI,PPI数据填报中，高新技术产品、大型机械设备及定制产品的基期单价如何制定? ,"当前一些高新技术产品（如手机、部分家电、可穿戴设备等）更新换代非常快，推出新产品的周期越来越短。在这种情况下，如果企业只上报上一代产品，价格指数将严重失真，因此必须让企业上报市场主流产品，这就涉及新产品基期价格的确定。此外，大型机械设备（如锅炉、混凝土搅拌站等）一般是根据客户需求定制，要保证产品同质可比也要剔除非价格变动因素。高新技术产品或大型机械设备等定制产品基期价格可以采取以下方法。(1)成本模拟法。
计算公式为：新规格品基期单价= 原规格品基期单价\times （新规格品单位成本一原规格品单位成本）
例如2019年12月，某汽车股份有限公司，其产品艾瑞泽7汽车替换为艾瑞泽GX 2019款1.5T CVT劲色版，企业财务给出详细的成本数据。新产品总成本为每辆72300元，原产品总成本为每辆
75200元，原产品基期单价为每辆82700元，根据公式，测算出新产品基期单价为每辆79510元。
(2)主件配置成本法。部分产品主件成本占比高，此时可以考虑主件配置成本法。
计算公式为：新规格品基期单价= 原规格品基期单价\times （新规格品主件成本一原规格品主件成本）
例如某印刷包装机械有限公司生产骑马订书机，产品由机头和机身两部分构成，机身配置基本相同，机头分美国Deluxe机头、美国isp机头、美国M2000机头、德国机头、国产机头等，不同机头购价差异大，售价也明显不同。上报产品DQB404一O2C骑马订书机，2020年4月售价为23893.81元（不含税，下同），配置德国机头，购置成本约21000元，5月同型号售价为19469.03元，配置美国De luxe机头，购置成本17000元。依据公式，新规格品基期单价=23893.81\times17000\div21000=19342.61 （元）。
（3）标准配置法。针对不同配置导致不同价格的产品，在效用等同（主要部件相同）的情况下，确定主要规格技术指标，采取排除不同配置、只采集标准配置产品价格进行上报的原则，保证数据的同质可比性。
（4）相似产品推算法。找到市场上相似（如用
途、外观、颜色、形状等）的产品，利用其价格指数推算出新产品的基期单价。
(5）专家评估法。访问业内专业人土，评估出新产品的基期价格。"
317,PPI,PPI数据填报中，季节性产品的价格资料如何填报? ,"季节性产品的价格，在确保该类产品品质相同的情况下，在本季采用实际交易价格，过了这个季节的月份，沿用上月价格，当下一个季节来临时，则直接采用次年当季产品的价格。
例如9至11月是桔子的成熟季节，某水果加工厂采购当季桔子三个月价格分别为每吨800元、700元、600元，12月份至次年8月份的9个月价格沿用上年11月20日600元的价格，到次年9月份价格涨至1500元，则9月份上报1500元的价格，当月环比指数为1500\div600\times100=250 。"
318,PPI,PPI数据填报中，沿用价格时，应沿用什么价格? ,"如果企业经营状况不好、关停并转或规格品停产，不能正常上报，可按照第63问暂时沿用价格。通常情况下，数据可沿用3个月，如果沿用超过3个月，需要尽快寻找企业或规格品进行替换。
例如某企业生产的铁精粉，3月份正常销售，5日、20日上报价格每吨分别为524元、695元。后续由于环保因素停产，4月份开始沿用最后一次有效价格，期间报告期两次调查日价格均用695元上报。沿用价格3个月后，企业仍无法确定何时复产， 7月份在季度增删企业时删除该企业。"
319,PPI,PPI质量调整时，什么情况下适用专家评估法? ,专家评估法适用于高度复杂且没有其他方法可用的规格品。使用专家评估法须满足两个条件， 一是专家的资质应得到相应认证；二是应选择多名专家，并在可能的情况下，选择拥有不同背景的专家。同时，建议向专家指出其进行评估的间隔期， 可考虑使用Delphi 方法。
320,PPI, PPI数据质量审核的依据是什么? ,审核依据，必须严格按照《工业生产者价格统计报表制度》《中国工业生产者价格统计工作手册》 和《国家统计局数据质量审核评估管理办法（试行）》，同时也要参考最新宏观经济调控政策、行业政策，以及相关宏观经济数据、国内外大宗商品价格相关数据等资料。审核数据时还应结合纵向时间序列分析和横向地区间数据对比。
321,PPI, PPI数据质量审核的主要方法是什么? ,"第一，基础数据审核：(1)上报数据规范性。检查报送的基础数据是否齐全，压缩文件格式是否正确，有无漏报、错报等情况发生。校验上报的数据与直报平台数据是否吻合，如有出入需核实。若非因质量调整造成，须修正错误，重新上报。如有非联网直报企业，须检查其未在直报平台上的原因，并记录备案，待企业库调整时予以处理。(2)上报说明文件。对重要行业价格指数异常波动的，要分析原因。如果走势与市场趋势不一致，说明文件中应列出产生影响的相关企业以及价格信息，并核实企业价格波动原因。如发生错误，应及时进行沟通修正。(3)质量调整检查。检查规格品质量调整的情况，查看其调整依据是否充分，调整时是否遵循“同质可比”的要求，调整后的价格相对数是否与市场实际情况一致。
第二，数据偏差分析：(1)原始价格。检查调查企业上报的规格品价格，比较其5日价格和20日价格的差异是否存在异常(例如，阈值为5%)；本月平均单价的环比波动情况是否合理(例如，阈值为5%)，异常情况是否进行说明。(2)价格指数。检查地区的基本分类环比价格指数，核实其波动情况是否合理(例如，阈值为5%)，异常情况是否进行了说明。
第三，历史数据比较：(1)原始价格。检查企业上报规格品价格的长期波动情况，对价格超过一段时间(例如，6个月)无波动或波动较大的企业，要查清原因，提供必要的凭证，并要求基层调查队对其进行走访，调研企业的实际生产经营状况。(2)基本分类。检查基本分类定基指数的长期波动情况，对定基指数超过一段时间(例如，6个月)无变化或变化较大的基本分类，逐一进行核查，并与其他社会机构发布的相关行业价格进行比较。发现确有问题的，应将其定位至特定的地区和具体的企业，进行进一步核实。
第四，地区横向数据比较：(1)价格数据。对当月同一规格品的价格数据进行检查。如果企业上报价格出现奇异值，需对相关企业的数据进行进一步核实，查看其财务会计凭证。(2)定基价格指数。对当月基本分类定基价格指数进行检查，核查是否出现极端值。如有异常，需对相关企业进行进一步   核实。
第五，相关性分析：(1)指数相关性。判断本期数据与上期数据及上年同期数据之间的逻辑关系是否正确。如发现无法对应，应及时检查相应类别的权数资料，找出错误并进行修正。(2)行业相关性。①纵向比较：检查当期上下游行业间的价格变动是否相关。②横向比较：检查一定时期内经济结构相似或相邻地区相关行业间价格走势的相关性，若相关系数较低或变动趋势呈相反方向，需查找出价格变动情况不一致的原因，并进一步核实。
第六，外部数据校验：检查总指数和分类价格指数与其他发布数据的匹配程度，观察其趋势是否一致。参考数据主要有：PMI、工业生产利润等国家统计局发布数据，以及一些外部数据，例如国际大宗商品价格(伦敦铜价格、布伦特原油价格等)和国内期货商品交易价格等。如果发现趋势相悖，应查看该行业下的企业价格基础数据。如果是部分地区的个别企业影响所致，应反馈该地区及时核查，看企业的财务会计记录是否与上报数据一致。如不一致应迅速修正重新上报，并做相应记录。
第七，数据修正：国家汇总全国数据后，对上报价格进行进一步审核，下发数据查询单，本地区相关业务人员应及时按照查询内容进行核查。核实数据后，反馈说明具体原因和情况，上传相应原始凭证，由处室负责人签字审核上报，需要修正数据的应及时重报。
第八，数据核定：在充分审核数据的基础上，撰写月度分析报告、数据解读、新闻稿等材料。数据解密前，需做好保密工作，数据解密后，方可发布。"
322,PPI, PPI数据质量审核的相关凭证如何保管留存?留存期限是多长时间? ,"各级专业统计部门要建立健全严格的数据质量审核制度，及时对企业上报的原始数据进行审核，对疑问数据认真查询核验，必要时让企业提供报价凭证。专业统计人员要将查询核验情况、企业差错更正等信息登记在数据审核台账上。数据审核台账中可以设置审核日期、企业名称、规格品名称、价格情况、环比涨跌幅(一般超过5%)、企业回复情况、差错更正等内容，审核记录可用纸质或是电子版形式保存，企业上报的报价凭证也可以作为审核附件留存。此外，必要时，可以下发价格查询单，查询单及被查询单位回复可以作为审核凭证保管留存。据此，数据质量审核的凭证可以是数据审核台账、企业报价凭证、数据查询单及企业查询回复等。
《统计法实施条例》第二十二条规定，统计调查中取得的统计调查对象的原始资料，应当至少保存2年。法律法规另有规定的，从其规定。《统计法实施条例》第二十三条规定，统计调查对象按照国家有关规定设置的原始记录和统计台账，应当至少保存2年。数据质量审核的相关凭证可以参考价格调查原始资料管理，妥善保存，建议留存期限至少2 年。"
323,PPI,PPI调查中，调查总队什么情况下会收到数据质量查询单?,一般来说，如某地区的重要分类价格涨跌幅与全国平均水平不一致、与相近地区差异较大，国家统计局会下发数据质量查询单。按照相关要求，查询单中不会出现当期的指数，回复查询单时也尽量避免提及。收到查询单并不意味着数据必须修改，而应当仔细核实，确实存在错误的及时修正，没有问题的说明情况。
324,PPI,PPI调查中，如何准确回复数据质量查询单? ,"第一步，分析查询单。即分析查询单要“查”的内容。如：“贵省 XX价格上涨(下降)较多”，查询目标即为该大类下所有价格上涨(下降)的规格品；“贵省XX大类价格走势与周边地区和全国不一致”，查询目标即为与该大类指数同向变化的规格品。
第二步，分解查询。分地区拆分查询指标，逐一查询企业。首先，从程序中导出产品规格价格表，按照产品规格码排序，找出需要查找的同类规格品。其次，按照地区代码排序，查找出同地区需要查找的规格品。然后，分地市制作查询进行查询反馈。查询单内容指向清楚，要包含企业组织机构代码和名称、规格品名称和代码、查询的具体要求。例如“经核查数据，某某企业(组织机构代码)出厂的某某规格品(规格品代码)核实价格，说明价格下降原因。”最后，向企业核实查询反馈内容，需要企业核实价格，说明价格波动原因，并提供相应票据。
第三步，处理查询结果。纠正有误数据，汇总无误查询原因，形成反馈查询单。如果数据有误，企业需修正平台数据，市队重新下载数据，进行程序汇总审核，更新上报资料。查询单反馈必须明确错误原因，并总结相关情况，提出整改方案以免再次发生此类错误。如果数据无误，根据核实的企业数据变化原因，归纳总结相似原因，特殊原因单独说明，但不可有“市场原因，造成价格波动”此类说明。
查询单的写作要求：一是语言表述简练；二是全面且要突出重点；三是解释原因具体详细；四是对于错误数据要有纠错整改措施。
第四步，签批上报，按照时间节点，形成查询及反馈记录，经处室负责人审阅签字确认后，上报电子档和带签字的扫描版数据质量查询单。"
